formula,target
H7 K2 O18 P3 U2,1
H0.59 B1 Be2 F0.41 O3.59,1
H2.91 Al1.1 Be2.88 Ca4 O28 Si9.02,1
Ba0.97 Nd0.0267 O3 Ti0.95 W0.05,1
Al1 Eu1,0
F4 Ru1,0
La3 Mg4.6 Sb6,1
Gd1 Mn0.1 Si1 Ti0.9,1
Co0.5 F0.5 Fe0.5 O2.5 Sr1,1
Cl5 Rh1 S1,0
Cu1 Ga1 La1 O5 Sr1,1
Na3 O4 Ta1,0
Cr0.992 Mg0.986 O4 V0.874,1
Cs2 S8 Si3 Zn1,0
Al0.04 Ba2 Cu2.86 O6.76 Y1,1
Co1 Ni2 Se4,1
C1 Ga1 Mn3,0
Li2.94 Nb1.1 Ni1.96 O6,1
Ca1 Cr1 F6,0
Th0.28 Y0.72,1
C8 H34 B18 Cl2 Co1 N1 O3,0
C6 H14 Al1 N2 Na1 O12,0
Bi1.72 O3 Sr0.53,1
Al8 O20.4 Pb8.48,1
Ce3 Ge1,0
O6 Rh1 Sr4,0
B4 Cl5 La4,0
Eu0.85 Na5.15 P4 Ta1,1
Ge2.2 Na4 Si1.8,1
Fe2 N1 Nb4,0
Cu2.5 Gd0.5 Te2,1
Lu0.333 Tb0.667,1
Al3.3 La6 Se14,1
As2 Ho0.5 Mn0.4 Zn1.6,1
As2 S2 Se1,1
La1 O7 Ru1 Tb2,0
Eu1 Pt2 Si2,1
Ba1 In0.81 Ir0.19 O2.75,1
C3 Nd2,0
C0.5 Si0.5 V3,1
C1,1
K3 Li1 Na2 O6 Te1,0
Br3 Cs2 I3 Sn1,1
Ga2.493 Ni2.747 O8 Si0.76,1
Ge4 Li2 O9,0
Al2 Ce1,0
H0.463 F1.537 Mg3 O4.463 Si1,1
H4 B1 Fe14 Y2,1
Cu7.64 P8 Y3,1
Fe0.4 Gd1 Si1.6,1
Ag3.95 Ba4 Ge2 Te9,1
Gd1 Li1 O12 P4,0
B3 Ba3 F1 O9 Zn2,0
Ba3 Ge4.316 In0.684,1
Al31.5 Fe3 Th4,1
O8 P2 Ta1 Tl1,0
As2 Cd1,0
H3 Al17.77 Fe3.34 Li0.12 Mg0.84 O48 Si7.67 Zn0.2,1
F3 Na7 O12 S3 Sn1,0
Ca1 O3 Sn0.9 Ti0.1,1
Fe1 La0.333 O3 Sr0.667,1
Ca0.097 Cu1 O2 Sr0.903,1
Ba1 Cu3 La1 O7.36 Pr1,1
B3 Ir7 Zn5,0
Mo6 Np1 Se8,0
As2 Cd2 Eu1,0
Ba4 Cu7 Nd2 O15.4,1
F8 Li1 Na1 Yb2,0
Bi2 O3,1
Ba4 La2 Nb6 O30 Zr4,1
B2 Ce0.1 Mg1 O6 Sr1.9,1
Gd1 Ge1 Ru1,0
Ba0.97 Ca0.03 O3 Ti0.82 Zr0.18,1
C12 H36 Al1 I3 O6 S6,0
Ca1 La2 S4,1
Ga0.1 V0.9,1
Co3 Ga1 Nd3,0
Ir3 Mg1.51 Sn5.49,1
Ga3 Y5,0
P3 Pd3 Sr2,0
Cu0.7 Ho1 In1 Ni0.3,1
B3 Ba4 K1 S9,1
Pt1 Sb1 Y1,0
Bi0.95 Ca0.05 Fe0.95 O3 Ti0.05,1
Bi1.9 Ca1.3 Cu0.88 Nd0.7 O5.24,1
Ba0.5 La0.5 Mn1 O3,1
Ge1 Nd1 Rh1,0
H20 Na2 O14 S1,1
Ga2 Nb3,0
Cs1 Nd1 Se2,0
Cd6 Eu1,1
Co0.5 Nb0.5 O4 Sr2,1
H2 Cl1 Cu1 K1 O6 Se2,0
B12 Np1,0
Cs2 K2 O56 Pt12 S12,0
Au1 In0.11 Sn0.89,1
C2 B1 F2 K1 N2,0
Ce0.25 O1.89 Th0.75,1
Fe0.5 O6.5 Pb2 Sb1.5,1
Na0.5 O5 Si1 Ti1 Y0.5,1
Co0.5 O3 Sr1 Ti0.5,1
Ge2 Nd1 Rh1,0
Ca3 Co1 Nb2 O9,0
Fe1.2 O4 Ti0.333 Zn1.4 Zr0.067,1
Mn0.5 Ni0.5 O3 Y1,0
Ag0.03 Cd0.985 O1,1
Ba0.01 In0.01 La0.99 Nb0.99 O4,1
H2 B5 Ca1 Cl1 O10 Sr1,0
Ba13 Bi5.81 Sn33.19,1
La0.8 Mn1 Na0.1 O3 Pb0.1,1
Ba1 Cu0.68 La2 O5 Pt0.32,1
Ga16 Os7 Sc6,0
Co2 Ge1 Zn1,0
La2 Na2 O10 Ti3,1
H9 Ga2 N1 O11 P2,0
Be13 Ho1,0
Ce1 S7 Tm4,1
La1 Mn0.1 O3 Rh0.9,1
H20 Mg0.45 N2 O14 S2 Zn0.55,1
Nd1 Rh2 Si2,0
In8 Rh2 Sr1,0
Ba0.15 Bi0.85 Fe0.85 O3 Ti0.15,1
K3 O4 P1,0
Al1.964 Fe0.617 Mg0.42 O4,1
Bi2 O12 Pr2 Ti3,1
F11 In3 Rb2,0
Te2 W1,0
Bi0.85 Fe1 Nd0.15 O3,1
C18 O18 Ru6 S1,0
Ge3 Ni3 Sm1,0
Fe1.9 Mg0.16 O4 Ti0.94,1
H2 O8 Pb4 S1,0
Ga6 Hf5 Zr5,1
B1 Mg1.8 Mn1.09 O5,1
Na2 O11 Si4 Zr1,1
Lu0.5 Te3 U0.5,1
Au2 La3,0
I10 Ir1 Tb6,0
Na11 P1 S12 Si0.66 Sn1.34,1
Br3 Cd1 In1,0
C3 Eu4 I3 Li1 N6,0
F3 K1 Pd1,0
Ca1.17 Gd2.83 O4 Sb1,1
B0.89 O6 Rb0.89 Si2.11,1
Ba1 Cr0.005 O3 Ti0.995,1
Cr2 Si0.2 Ta0.8,1
Fe4 Pr0.87 Sb12,1
O13 Si3 Y4.67,0
La0.68 Na0.9 O6 Th0.26 Ti2,1
Cd1 Ga2 Se4,1
Ce1 N1,0
Al0.05 Ba0.3 La0.7 Mn0.95 O3,1
Ca1 Ni1.95 P2,1
Ga1 P1 S4,0
Mo0.8 S2 Sn0.2,1
Ba6 Ga2 S16 Zn7,1
N1 Te3 Y3,0
Al0.05 Ca1 Ga0.2 Nb0.25 O3 Ti0.5,1
Pd1 Tl1 Y1,0
Eu1 Ge2 Rh2,0
Al0.35 Co1.65 Tb1,1
Ag1.5 F3 Na1.5 O3 W1,0
Li8 Na2 O44 U11 W2,0
O2 U0.5 Zr0.5,1
K2 Pr1.67 Sb4.33 Se12,1
Am1 P1,0
Li0.779 Mg0.11 Nb1 O3,1
Co0.08 Li1.2 Mn0.5533 Ni0.16 O2 P0.0067,1
Ag3.5 Ge1 Hg2.47 Se6,1
I8 Nb3,0
Cs2 Ge1 Li2 O4,0
Nb8 O30 Sn2 Sr6,1
Au1 Ni1 Sn2,1
Ba2 Li3 N4 Nb1,0
Hg1 I6 Tl4,1
In1 Ir1 O6 Sr2,1
C10 Mn2 O10,0
Na0.667 O1 Ti0.333,1
Ba1 Cd1 Pb1,1
Al0.95 N1 Si0.05,1
Li1.05 Mn1.9 O4 Ti0.1,1
Fe1 O3 Pr0.48 Sr0.52,1
C8 H24 B1 Cu1 F4 P4 S4,0
Ag2.8 Mn1.2,1
Ge1 Li1 Zn1,1
Pd3 Rb2 S4,0
Gd1 I6 Na3,1
Ca0.3 O3 Sr0.7 Ti1,1
In0.8 Se2 Sn0.2 Tl0.8,1
H10 B9 N1,0
Ba1 Ca1 Cr1 F7,0
Au1 La1 Mg1,0
La2 O8 S2 Ta2 Zr1,1
Br6 Nb1 Tl2,0
H6 Al1 Nd1,0
O5 Ta2,1
Bi1 Ni2 O9.54 Sr5,1
N2.333 Ti4,1
Cl1 Ho1 O4 W1,0
Li1 Mg1 Si3 Sr2,1
Ca4 La2 Nd4 O26 P2 Si4,1
Ag13.08 Al3.92 Eu2,1
Na2 O6 V2,0
Co4 In0.26 Sb11.64,1
Cu0.95 Sb0.05,1
Fe4.4 Ni6.6 Se8,1
Ba1 Er4 O17 Si5,0
Al2 Eu1 Zn2,1
Cu2 La1.044 O5.272 Sr1.056 Y0.9,1
La0.4 O1.8 Th0.6,1
Fe1 Ni2 O12 P3 Sr1,0
Gd1 Ge1 Mn0.1 Ti0.9,1
Ba1 Mo2 O14 P4,0
Cl4 Fe1 Li2,1
H4.25 Ca11.25 Ge3 Li0.83 O1,1
Ba2 F19 K1.85 Rb1.15 Th3,1
Ga1.5 Ni0.5 Tm1,1
Cu1.812 Ge1 Na0.188 O4 Zn1,1
Er1 Fe0.8 Mn1.2,1
Cl3 Cu3 P8 Se6,0
Co2.48 Cr1.655 Nb2.865 Si6,1
Ag0.83 Ce1 Ga3.17,1
Ge4 Ti5,0
As1 Na1 S2,0
Cd108 Pd32,0
F3 K1 Zn1,0
Ca1 Mg1 Sn1,0
Li0.5 Mg0.5 O4 Ti2,1
Ba0.402 Cu1 O10 Si4 Sr0.598,1
H18 Co1 N5 O8 P2,0
Cr2 Fe1 Li2 O8 Sb1,1
Cu1 F1 Se1 Sr1,0
Ir1 La0.7 Mn1 O6 Sr1.3,1
Cs1 Nb2 P1 Se10,0
Bi3 Cl5 O10 Te4,0
H24 B8 Ca1 O26 Rb2,0
F7 Rb1 Sb2,0
Cs1 Eu0.8 Gd0.2 Mo2 O8,1
Bi1 O4 Ta1,1
H6 Co3 K2 O16 S3,0
Cl2.12 Sr0.94 Th0.06,1
Cu1 Gd1 Sb2,0
Na1 O12 P3 Zr1.88,1
Ba1 Ni9 P5,0
C1 H11 Cl2 Mg1 Na1 O11 P2,1
Cu1 La1 O6 Os1 Sr1,0
Pb0.78 S1,1
Dy3 N1 Te3,0
C2 H16 B10 O12,0
B1 Dy1.6 Fe14 Sc0.4,1
B5 Ca3 La3 O15,0
Co1 Ru1 S4,1
Na10 Sn12 Sr1,0
Bi3 Yb4,0
Cs10 Re6 S14,1
Cl16 Cs7 Nd11 O36 Se12,0
Ba10 In6 S26 Zn7,1
Cu4.86 La3 Te7,1
Ba2 Cu1.136 O6 Tl1.864,1
Cd1 Mg1,0
Ge0.725 Te5 U3,1
Ba4 Mn3 O11.5 Y1,1
Al2 F16 O0.79 Sr5,1
Fe7 S8,0
Hg1 Na2 Tl1,1
O3 Pr1 Y1,1
Ba0.9 O3 Sm0.067 Ti1,1
Bi0.1 Cr1 O3 Pr0.9,1
B2 Dy1 K1 Li2 O6,0
Nd1 Pd1,0
H0.66 O5.23 W1.64,1
La5 Pb3,0
Mn1.42 Ni0.58 Zr1,1
C32 H84 Li4 N4 O2 Si8,0
H10 O8 S2 Sr1,0
Co9 Nd1 Si4,0
Bi0.3 La0.55 Mn1 Na0.15 O3,1
Mg1 Sm1,0
Ca0.3 Cr0.15 La0.7 Mn0.85 O3,1
Dy3 Ga9 Pd2,0
Bi0.8 Cr1 O3 Y0.2,1
O0.857 Ti0.857,1
Cs3 In3 O36 P12,0
Ba6 S14 Zn6 Zr1,0
Ca1 Mn7 O12,0
Ni2 P2 Sm1,0
Ca1.07 Ge1 Mg0.93 O4,1
Eu2 Ge4 Na8 S12,1
Hf1 S3 Sr1,0
H1.4 Ca5 F0.6 O9.4 Si2,1
Dy2 Eu1 Se4,1
Cl5 N3 S4 Se1,0
Cl4 Hg6 O4,0
Gd1 N2 U1,1
Au1 Sn1 Tm1,0
Mo2 Ni3 O11 Te1,0
B10 Co29 Pr3 Si4,0
Co0.1 La1 Mn0.9 O3,1
Au1 In2 Na3,0
Ca0.1 Fe0.56 Mg0.34 O3 Si1,1
Ca4 Na1 O12 V3,1
C9 H1 N1 O10 W2,1
Li1.022 Mn1.978 O3.94,1
C1 N1 Nb1 Ta1,1
Cu1.5 Li1.5 Sb1,1
I12 La6 Os1 Sr1,0
Ba3 Nb2 O8,1
Be1 La2 O5 Sr1,1
Na5 O16 Sm1 W4,0
Al1.92 Fe0.75 Mg0.29 O4,1
Ba2.605 Pb1.39 S10 Sb4,1
C4 Ba1 O4,0
Cu1 Hf1 Hg2,0
Ce4.67 O13 Si3,1
C2 H6 Cd3 I6 N2 O2,0
Cu2 Ge4 O13 Sc2,0
N1 O2 Si1 Y1,0
B1 Co4 Lu1,0
Ag1 O6 Tl1 V2,0
Ga3 Nd1 Ni1,1
Ba2 Ca0.15 Cu3 O6 Y0.85,1
C7 Ag2 Cs3 N7 S7 Sr1,0
Nb2 Se11 Tl4,0
B1 Ca1 Li1 O3,0
Dy1 Fe6 Ge6,0
Co1 Dy1 Ga1,0
Mn3 O6 Re1,0
B6 Ni20.75 U2.24,1
As2 Zn3,0
Ga1 Pr1,0
Lu5 Pd2 Sb1,0
F6 Li2 Zr1,0
Ge2 O14 Rb2 U3,0
Cr0.4 Nd1 Ni0.6 O3,1
Co0.05 Li1.167 Mn0.383 Ni0.34 O2 Ti0.06,1
Cl11 Cs1 Nb4,0
C11 H42 I13 N5 Pb4,1
Mg1.85 O3.76 Si0.94,1
Al24 Cs8 Na16 Si112,1
Nb3 O15 P3 Rb1,1
C3 Cl20 Si8,0
Cl37 Nd1 O12 P10 Sn2,0
Cd1 O4 Pd3,0
In12 K2 Se19,0
H2 Ba1 Mo2 O12 Te2,0
Fe3 Ni1,1
Nd1 Ni2 Sb2,0
Ge2 Rb2 S5,0
Li4 O8 Zr3,1
Ba1 Ge2 In0.91 Li1.09,1
B6 Co20 Ga3,0
Na1 P7,0
Cd9 Cs14 O16,0
Cd0.52 Cs3 Hg0.48 I5,1
Co0.5 Eu1 Fe0.5 O3,1
F1 O3 Se1 Tm1,0
Ru1 Ti1,0
Cl6 Pt1 Tl2,0
O14 S2 Sm2 Te2 Zn1,0
Er1 Ge6 Mn6,0
P0.95 Th1,1
H48 Ni1 O40 S4 V3,1
Br1 Gd3 S8 Si2,0
Ho1 Ni1 P1,0
In3.4 Mo15 S19,1
Al0.67 Fe0.33 O4 P1,1
Cu4 Ge2 Mn1 S7,0
Nb2 Pd0.891 Se5,1
Co3 P2 Tb1,0
Fe1 O3 Zr1,0
Na0.48 O3 W1,1
Eu2 Pt7,0
Fe14.936 Ga2.064 Nd2,1
Cd0.5 Li1 Tl0.5,1
Fe1 Gd0.333 O2.96 Sr0.667,1
O5 Pb1 Se2,0
Bi2 O5.5 V1,1
Cu1 F3 Na1,0
Cd16.06 Hg8.94 Sr4,1
Cu2 In1 Sm1,1
Cu0.67 Mo2 S2.55,1
Mg1.333 O8 U2.667,1
Al1.94 La1 Si0.06,1
Bi1 F0.881 O1.992 Pb1,1
O9 Te2 V2,0
C6 Cl2 F14 Te1,0
Cr1 Se2 Tl1,0
C4 H9 Mn0.81 N1 O6 Zn0.19,1
Mn3 N2,0
Ca0.38 Cd0.5 Cu2 O7 Pb0.5 Sr2 Y0.72,1
Ca1.04 Cu2.5 Hg0.7 O7.5 Sr1.96 Tl0.8,1
H5 O10 S2 Y1,1
La1 Mn1 O3.22,0
Al0.1 Co2 Nb0.9,1
Mn2 O4 Sc1,1
B2 F2 O3 Sn1,0
Cu0.85 Ge0.15,1
Au2 Er1,0
Cl6 In0.79 Li0.21 Mn1.71,1
Mo0.5 Si2 Ta0.5,1
Cs0.1 Ni1 O2,1
Er1 Ge1.4 Ni0.6,1
Bi1 K1 O2,0
P2 Pt6 Sr1,0
Al1 Co2 Cr1,0
Au1 Ga1 Ti1,1
Eu1 Rh2.035 Si1.965,1
Ge1 Ni1 Sr1,0
H4 Cu4 N1 S3,1
Sb2 Tb1 Zn0.61,1
Ge1.2 Pd0.8 Sm1,1
B4.68 Mn1 Na2 O11 Zn2,1
Ce4 In20.909 Pt10,1
In1.5 Sb1.5 Zr5,1
Al2 Ba2 Cu1 F14 Mn1,1
Br3 Sb1,0
Eu1 Ni4 Zn1,1
Al9 Ca1 Ni1,0
Cu3 Nd1 O12 Ru2 Ti2,1
Al3 Cs9 Mo9 O59 P11,1
Al6 Fe6 Yb1,1
H9 B1 Li1 N3,0
Sb2 Ti3 Zr1,1
Ni3 Rb2 Se4,0
O11 Ti6,0
Nb4 Rb6 S22,0
Cu2 In1 Pr2,0
H3 B1 Fe14 Tb2,1
C4 H24 N12 O15 Se5 Zn3,0
Ca3.28 Cu13.692 O23.384 Sr4.4 Y0.32,1
As2 Pr1,0
C2 Br10 Pr6,0
Co1.93 Zn15.04,1
Cu0.96 Ti0.04,1
Ca3 Co1.5 Mn0.5 O6,1
Ca0.25 Mn1 O3 Tb0.75,1
Br8 In7.9 P21.5 Sn15.7,1
Er1 Na1 O8 Pd6,1
C3 H11 Cs1 N1 O9 P3,1
Be1 P2 Si1,0
C11 H7 Mn2 Mo1 N8 O5,1
Mn0.5 O3 Ti1 Zn0.47,1
Cr0.1 O4 V1.9,1
I3 O9 Tl1,0
Al8 Au3.96 Si1.04 Sm1,1
Al3 Lu1 O8 Pb2,0
Ce3 Ge4 Rh4,1
Ga1.6 Mn1.4 O4,1
Cu2 Mn5 S16 Sn5,1
Ba3 Na1 O20 Si6 Y3,0
H16 Cl2 Cu1 O16,0
Ca2 Ce8 O26 Si6,1
H4 Li1 N2 O6 Rb1 S2,0
C2 H18 B3 S1 Tb1,0
Fe3 O24 P6 V4,1
B15 Ca1 Eu2 K7 O30,1
Ca9 O28 Tb1 V7,1
H1.48 Al12 Mg1.8 Na8.28 O48.74 Si12,1
Ge1 Li2 Zn1,1
Ba0.8 Co1 O2.27 Sr0.2,1
O6 V2 W1,0
Ho2 Mn0.2 Mo1.8 O7,1
La1 S3 Sc1,0
Ce1 Li1 Sn1,0
Li0.583 Ni1 O2,1
Fe1.33 Mo0.66 O5.83 Sr2,1
Al2 Ba0.4 Ca1 O7 Sr0.6 Zn2,1
Ca3 In1 P3,0
Fe0.762 Mg1.08 O4 Si1,1
Au0.1 Pd0.9 Zn1,1
B3 K0.7 Na0.3 O9 Sr4,1
Cu0.159 Ni2.841 Ti1,1
C2 Ce1 Th1,1
B3 Ba3 O9 Tm1,0
Cr0.333 In1 O3.333 Ti0.667,1
H38 Co2 Gd2 Mo10 O55,0
Bi1.5 Mg0.65 Na0.25 Nb1.5 O6.775,1
H14 O11 S1 Zn1,0
K3 Nb6 O26 P4,0
Sc1 Si1.5,1
Cr1 Dy1 O4,0
La0.5 Mn0.5 O2.85 Sr0.5 Ti0.5,1
Ag2 Ba1 Te2,0
Mn1 Ni1.55 Si0.45,1
Ce6 F30 Ga1 Na3,0
Al0.6 Cr1.4 O4 Zn1,1
Ca0.4 Co1 Cu2 O7 Sr2 Y0.6,1
Nb1.076 S2,1
B4 Li1 O10 Sc1 Sr2,0
C1 In1 Ti3,0
Ag1 In1.03 Te1.972,1
O1.973244 Y0.054488 Zr0.945756,1
Bi1 Sb1 Se3,1
Ga2 Mo1 O10 Se2,0
H48 N2 Ni3 O30 P4,0
Ca0.593 Ge1 O5 Sr0.406 Ti1,1
Br1 I1 Sr1,1
Al1 Ce0.94 Pd1 Y0.06,1
B3 Ca4 K1 O9,0
Ag2 O7 P2 Pb1,0
Ge2 La1 Li1,0
Ba1 O3 Th1,0
Sb0.738 Sn0.013 Te0.321,1
Co1 La3,0
Ba1 Cu9 Si4,0
C6 Cd1 Cl8 Hg1 N4,1
Li3.06 Mg1.94 O6 Ru1,1
Au1 Pb2,0
Ga2 Gd3 Ni6,0
Co0.85 Li1 Mg0.15 O2,1
Co0.9 La0.5 Ni0.1 O3 Sr0.5,1
Pt3 Tb1,0
C1 Pu0.2 U0.8,1
Cd1 I2,0
N3 U2,0
Mn0.33 Pd0.67,1
Cu0.15 Ni0.85 O1,1
H7.3 B9 Cl0.85 Na0.075 Nd1.925 O19.65,1
Ca0.4 La0.6 Mn1 O3,1
Eu1 N3 O9,0
Ga1.15 Mn2.85,1
Ba1 Cu2 Ge2 O7,0
B2 O6 Sn1 Sr1,0
Ag0.33 Ca1 Zn0.67,1
Cl12 Te4 W2,0
Co2 Nd0.5 Tb0.5,1
Ca4 Ge1 N4,0
Mn3 O10 Se3,0
H3 Al6 B3 F1 Fe3 Na1 O30 Si6,0
B6 Ru1 Tm2,0
H2 Li1 O4 P1,0
Al83 Mn11.64 Pd14.69 Re3.72 Si9.94,1
Al7 N5 O3,1
Cs3 Cu8 Se6,0
Al0.5 Ni3 Ta0.5,1
Ge3 Ir2 Se3,0
Co1.86 Fe0.14 Ho1,1
Ba1 P2 Pd2,0
Ga0.5 S4 V2,0
Fe1.42 K1.84 Nb0.58 O12 P3,1
Ba3 N8 O6 P6,0
I5 Ni1 Pr4,0
Bi6.2 Cu6.2 O28 P5,1
C3 H12 Br4 N4 S2 Sn1,0
C0.167 Mo0.5 Re0.333,1
Mo3 Si4 U2,0
C4 H3 Na1 O5,0
Ba3 N1.73 O6.27 W2,1
La2.67 Na0.33 Se4,1
P1 S4 Tl3,0
C1 Ca0.97 Mn0.03 N2,1
Ba1 F4 O2 W1,0
Cr3 O12 Tl2,0
C4 Be1 K2 O8,0
C6 Ce3 La1 Na25.28 Nd2 O62 P6 S1 Si6,1
Nb0.25 Tc0.75,1
Cs1 Ge1 In1 Se6 Sn1,1
Ag2 As3 K5 Se9,0
Ge4 Rb4 Se12,0
H0.8 Au0.3 Ge0.7 Nb3,1
Fe6 Ga6 Nd1,1
Co1 O14 S2 Te2 Y2,0
H2 B1 F4 Li1 O1,0
O12 Rb2 Se4 Zn3,0
Cu2 Dy2 In1,0
Lu1 Na1 O7 P2,0
Ba1 Mg0.333 O3 Ru0.667,0
Ca0.15 Cl1 Li5.7 P1 S5,1
Bi0.3 O3 Pb0.7 Ti0.85 Zn0.15,1
C2 H8 Cu2 I4 N4 Pb1 S2,0
C3 Fe3 Mn4,1
Bi3 K3 Na2 Sn1,0
Cu2 La2 O2 S2,0
H10 Al1 O11 P3,0
Al5.442 Co0.558 Mo2,1
Ba68 O13.44 Pd32,1
Cl6 Te1 Tl2,0
O3 Pb1 Ti0.4 Zr0.6,1
Al1.994 Fe0.598 O4 Zn0.399,1
Cl1 Cu1 K4 O15 V5,0
Ga1 In1 O3,0
F3 Na1 Ni1,0
C1 B2 Lu1,0
Au3.44 Br23 Cs8 Sb1.56,1
Au2 Dy1 In1,0
Mg0.98 Nb2.02 O21 P6,1
Mg1.6 Mn2 O4,1
C60 Rb4,1
Cs3 F2 O10 Si4 Tm1,0
Ca2 Co12 P7,0
Cd1 F4 Pd1,1
Al8 Cu4 Ho1,0
Al3.97 Ga1.03 O12 Y3,1
Mn1 Sb0.5 Te0.5,1
Ba1 Pb3,0
Li0.3 Mg0.7,1
H24 K6 Mn1 Na2 O36 W6,0
Al0.597 Cr1.181 Fe0.704 Mg0.482 Mn0.007 Ni0.003 O4 Ti0.015 V0.01 Zn0.001,1
Ir1 Si3 Y1,0
Er2 O7 V2,0
Bi0.7 F2.4 K0.3,1
H1.832 F1.168 Mg1 Na1,1
Ca1 Co2 P2,0
Al1 Ce3 Cr1 S7,0
P0.63 S0.37 U1,1
Ge2 Li1 Sm1,0
Ce2 F4 Se1,0
Al1 Co1 Mn2,0
Ca1.22 Ge10 Lu3.78 Rh4,1
Co11 Ga6 Sm26,0
Al1.5 K1 O8 P1.5 Si0.5 Zn0.5,1
Ce0.761 O1.956 Tb0.239,1
Ga0.8 La0.9 Mg0.2 O3 Sr0.1,1
C6 Fe1 N6 Sn2,0
Al0.09 Ca3.37 Ce1.048 F3 Fe0.212 K0.063 Na2.178 Nb0.33 O15 Si4 Ti0.52 Zr0.07,1
Ag0.74 Ge1 S7 Sm3,1
Eu1 Li1 O8 S2,0
Al6.8 Fe4.1 Ga1.1 U1,1
H6 In2 Na2 O17 P4,0
Ca0.39 Co0.68 Cu2 Ga0.32 O7 Sr2 Tm0.61,1
Fe2 Mo3 O8,0
Ag0.68 Ce1 Ga3.32,1
Ba0.52 La0.48 Mn1 O3,1
C2 Al3 O5 Sc3,0
H2 Ba1 O4 Sn2,0
Ca3.26 Ce1.74 Ge4,1
I7 Nb3 Te1,0
Fe1 Ni2 Se4,0
Er2 O12 S3,0
F1 Fe2 O4 P1,0
B5 Dy2 Ni10,0
Sc2.07 Si4 W2.93,1
Ga2 O9 Pr4,0
Ba0.2 Mn1 Nd0.7 O3 Sr0.1,1
K2 Mo2 O11 Se2,0
Dy2 O7 Sn2,0
Cu1 O7 Sr1 Te2,0
Ba1.8 Ca1 O6 Sr0.2 W1,1
Ge1.01 In0.99 Rb0.99 Se4,1
Fe1 O6 Sr2 Ta1,1
Ba1.825 Ca0.175 Cu3 La0.175 O7 Y0.825,1
As1 Mo1 Na1 O6,1
Be2 Ge1 O7 Sm2,0
Bi6 O22 Ti5 W1,1
H2 Pd1 Zr2,0
Cu1 Ga1 Te2,1
As1 Ni0.88 Pd0.12,1
Au0.69 Pd0.34 Sn1,1
Cr1 K6 Nb15 O42,1
Mg0.4 O6.8 Sm1.6 Ti2,1
Fe2.199 O4 Ti0.8,1
Fe0.25 In0.99 O3.36 Ti0.76,1
Ni2 Y3,0
Os4 Sb12 Sm0.89,1
As7 Na5 O28 Th4,0
Fe0.4 La1 Ni0.6 O3,1
B4 Mo1 U1,0
La0.912 Mn0.912 O3,1
F5 K3 O2 U1,0
Ir2 Lu2 O6.97,0
Al1.44 Bi1.84 Ga2.72 O9,1
Ca1.9 Na4.1 P4 Si1,1
Ce2 Mn3 Ni3,1
In16.85 S32 Sn3.72,1
Nd2 O7 Ti2,0
Ce0.82 Mo6 Se8,1
Bi2 Ir1,0
Cs2 Gd1 P2 Se7,0
Ni2 Pu2 Sn1,0
Co10 Ga7 Nd26,0
Cs2 Dy1 Na1 P2 S8,1
Ba14 Ca1 N6 Na7,0
Gd23 Mg4 Rh6.86,1
Cl1 Hf1 N1 Na0.125,1
Gd2 Se2.98,1
B5 Cu3 Pt9,0
F3 K1 O1 Te1,0
Ba1.23 Cu2.999 Gd0.926 La0.802 O7.4,1
Ce0.167 O3 Sr0.744 Ti1,1
O6 Sb2 W1,0
Al1 Ni1 Zr1,1
Co9 Si2 Sm1,0
H3 Ca1 N1 O5,0
Ba1 Cu1 Se3 Y1,0
Co7 Dy6 Ga21,0
Nb1.083 Ni1.083,1
La0.2 Mn1 O2.6 Sr0.8,1
La0.01 O4 Sn1 Sr1.99,1
H1.56 Al3.38 Ca1 F0.44 Fe0.12 Mg2.16 O11.56 Si1.32,1
As2 Np1,0
Co0.067 In1.933 O3,1
Ba0.99 Fe6.295 Mg0.705 O11,1
B3.86 Pt9 Zn3,1
As2 Cl1 La3 O7,0
C1 Si3 Y5,0
Cs1 Cu1 S2 Se2,1
Na1 Nb6 Te8,1
Ge1.6 O56 Si26.4,1
F0.948 O0.026 Se1 Y1,1
Co2.2 Dy3 Si1.8,1
Ca0.8 Mn1 Nd0.2 O2.99,1
Cr1 Li2 O4,0
B2 Ti0.91 Zr0.09,1
Al4 Ge2 Ni1 Y1,0
Ge1 La1,0
Fe0.5 Li1 Mn1.5 O4,1
Ru1 Sb2,0
P1 Rb1 Se6,0
Ir1 Ta1,0
Al1 Ba0.25 F5 Sr0.75,1
Mo4 O11 Tb4,0
Al5 N35 O2 Si21 Sr5,1
Nb2 Pd0.825 Se5,1
Co2 Ge3 Sm3,0
Ce0.3 O2 Zr0.7,1
Al3.06 La11 Mn9.94 Sn3.43,1
B12 Fe1.5 Li5.5 O24 Pb1,1
H3 K2 O7.5 P2,0
O1.968 Y0.065 Zr0.935,1
C76 Cl34,0
Pd2 Si2 Tb1,0
Be1 Li1 P1,0
C2 H4 Ca10 O26 P4,0
H47.64 Mg1 Na4 O51.82 V10,1
Cd1 Cu2 Ge1 Te4,0
O3 Sc1.81,1
H8 B5 O12 Rb1,0
Gd2 O2 S1,0
Mg1 P4,0
Fe0.7 Mn1.3 O7 Sr3,1
B1 Cs1 Na2 O11 P2 Yb2,0
Al1.04 Ba0.02 K0.4 Na0.58 O8 Si2.96,1
Ag4.5 Al0.5 Eu1,1
Ba5 Cl2 O9 Ru1.6 W0.4,1
Al0.909 Ca2 Fe1.091 O5,1
