formula,target
H6 Cs6 O27 S5 U2,1
P11 Th2,0
Ba3 Cl2 Ga5 Rb1 Se10,1
Fe1 Ni1 Sn1,1
Ge2 Ni0.66 Pr1,1
Mn1 O3 Pr0.9,1
Ba1 Ge3 K4 O9,0
Co0.33 Mn0.33 Na1 Ni0.33 O2,1
Al17 Ba3 O20,0
Ba2 Cu3 O6.6 Y1,1
Fe0.27 La0.28 O3 Pb0.72 Ti0.73,1
Mn2 Na4 O5,0
P4 Ru6 Sc1,0
Al3 Nd1,0
C1 H2 Al1 Na1 O5,0
Ca9.97 Cl1.94 O24 P6,1
H0.84 B0.21 Cl0.79 Na1,1
Fe0.826 Li1 O6 Sc0.177 Si2,1
Ca2 In1 O6 Os1,0
K3 O7 Si2 Tb1,0
Ho0.12 Ni2 Zr0.88,1
Si3 Ti2.92 V2.08,1
Al4.03 Fe8.97 La1,1
B1 O8 P1 Pb4,0
Ag1 Ge1 Pr3 S7,0
Fe2 Sn1 Ti1,1
Cr0.3 O2 Ti0.7,1
Ho2 Mn3 O14 Sb3,1
Ca0.5 Ce0.5 Fe4 Sb12,1
Eu1 Mg2 Pt0.993,1
Ga8.5 K8 Sn37.5,1
Cu1 Fe0.12 In0.84 S2,1
Bi1 O8 S2 Tl1,0
Al12.5 Cs12.5 O48 Si11.5,1
Al2 Co9 Er1 Ti1,1
La0.68 Mn0.83 O3 Pb0.32 Ti0.17,1
Bi0.1 Ce0.9 O1.95,1
Cu0.09 Ni2.91 Ti1,1
Cd6 Dy1,1
C2 Ce6 Cl10,0
Mn1 Nd0.0625 O3 Sm0.4375 Sr0.5,1
Fe0.5 Mn0.5 Nd0.5 O4 Sr1.5,1
Al1 Co2 Er2,0
Ba2 Ga1 S5 Sb1,0
Bi1 K1 Mg1,0
Mg12 Nd1,0
Ca0.9 La0.1 O3 Ti1,1
Ce1 Ni1 Sn1,1
H4 Fe2 O9 P2,0
Gd3 Pd6 Sb5,0
Ba2 Cl1 Co2 F7,0
Sn3 Th1,0
Ba2 O6 Ru1 Y1,0
Al3 Ta5,0
Cu1.15 Dy1 Mn1 P2,1
Rh1 Sn4,0
F4 Mn1 Tl1,0
C1 La3 Tl1,0
Fe1 Gd1 Si1,0
Al1 Dy1 Pt1,0
C14 H24 K1 Mn1 N8,0
Cl2 Pd1 Se6,0
Cd11 Pr1,0
Ag3.5 Ga7.5 Yb3,1
Mo0.05 O4 Sr1 W0.95,1
Mn0.892 Re0.108,1
Nb2 O7.44 Pb2.44,1
I2 Mg1,0
Mn3 Nd2 O14 Sb3,1
Fe5 Sm0.55 Zr0.45,1
Fe1 Na2 O12 P3 Sn1,1
Ag1 Ga1.96 In3.04 Se8,1
Al4.1 Ba5 In1.9,1
Ca4 Mg0.777 Sn3.223,1
C11 Al16.8 O3 Si1.2,1
Ba1 Bi2 Br2 O2,1
H28 K1 Mg2 Na1 O22 P2,0
Ag1 Ca1 O4 V1,0
Cu1 Fe1 O6.5 Sr1 Y2,1
B2 Rh6 Sn5,0
C1 B1 Li0.9,1
Au3 Cu1,0
Er2 Ge4 Nb3,0
Ce1 In4 Ni1,0
Na0.13 Si17,1
Bi1.3 Pb0.7 Pt1,1
Au1 K1 O2,0
Ca1.5 Cu1 O3 Sr0.5,1
Fe0.6 Mn0.4 S0.5 Se0.5,1
Ca1 Cu1 Sb1,0
Al4.5 Ce0.06 Lu2.94 Mg0.25 O12 Si0.25,1
Ca2 Gd1 O6 Ta1,1
Li1 Mo0.68 O11 P2 W1.32,1
Mn4 Si5 Ta2,0
Li15 Si4,0
Na2 O2 Pt1,0
Cr0.28 Nb4 Pd0.5 Sb2 Si0.72,1
Mo24 O38 Sn4.4,1
Gd0.973 Ni2,1
Ge1 Pb1 S3,0
Ag1 As1 Se1,0
Cs0.202 O2.716 W0.786,1
Bi5 Cu3.42 Fe0.58 S10,1
C2 Co1 Nd1,0
B6 Ce0.71 La0.29,1
Lu2 O13 Te5,0
Cu1 Ge1 Li2,1
Fe1 Sb1 V0.929,1
Al0.53 B0.03 Ge0.44 Ni3,1
Cs1 F6 Fe1 Mn1,1
Cd1 Ce2 Rh1.86,1
La0.71 Nd0.15 O4 Pr0.11 Sm0.01 V1 Y0.02,1
Ge3 Ta5,0
C2 Dy2 Fe14 Ga3,1
B5 Be2 O11 Y1,0
Sn1 Y1 Zn1,0
Ca1 Ga0.2 Si0.8,1
Al2 Cd2 Cl8,0
Co0.5 Fe0.5 La1 O4 Sr1,1
Cs1 F6 Na1 Sn1,0
C2 H4.58 Ca1 O6.29,1
Co0.3 Fe0.7 O3 Sm1,1
B2 Ir3 U1,0
F6 K3 N1 O3 Si1,0
Bi1 Ho5 Ni2,0
Cu2.65 Fe0.35 O7.1 Sr2 Y1,1
Fe0.66 Ni1.34 Pr1,1
Br7 Cs5 S8 Tc6,0
N1 S1,0
C2 Ag8 N6 O18,1
Bi1.82 Cl0.156 Pb1.15 S3.584 Se0.262,1
F12 I4 S2 Sb2,1
C12 H78 Cl1 Co5 N18 O36,1
C0.955 Bi0.5 Cu2 Hg0.545 O9.72 Sr4,1
Al3.805 Ir2 Nb3.195,1
As5 Fe4 O13,0
Rh1 Zn13,0
Cu0.5 Ga1.5 Gd1,1
Fe1.25 Ni0.75 O5.587 Pr0.1 Sr2.9,1
Mo0.16 O5 V1.84,1
Au2 P3,0
Ba1 Mn0.113 O3 Ti0.887,1
Ce15 Ni4 Si13,1
Al2.5 Er1 Ni2.5,1
S1 Th0.5 U0.5,1
Mo1 N1 Na5 O4,0
H1 In1 O2,0
Al0.52 B0.04 Ga0.44 Ni3,1
La3 Li6.2 O12 Ta0.8 Zr1.2,1
Dy2 O7 Ru2,0
Li1 Pd2 Sn1,0
Fe0.6 Mn0.4 Nb2 O6,1
Ba8 Ga16 Sn30,1
C22 H48 Mn1 N10 S6,0
K2 S2,0
H12 Mg1 O10 S1,0
Ba1 N1 Ni1,0
Bi12.86 Br6 Ni4,1
O3 Pb0.98 Tb0.04 Ti0.69 Zr0.29,1
Ba1.9 Ca0.4 Cu3 Nd0.1 O7 Y0.6,1
O3.76425 Ti3.15,1
Am1 O1,0
Ba1 Ca1 Cu3 La1 O7.06,1
Co0.9 Cr2 Mg0.05 Ni0.05 O4,1
Cu1 Er3.33 Pb1.5 S7,1
C12 H8 Cl4 O48 Si24,0
Al1 F5 Fe1,0
Co2 O4 Sn1,1
Ge1 Pd1,0
La0.1 Rh8 Sb24,1
Cr0.1 La1 Ni0.9 O3.75 Sr1,1
Ge1 Pd1 U1,0
I1 N1 Ti1,0
H1 Cl1 Sc1,0
K2 O15 P4 V2,0
Eu1 Ir1 Si3,0
Fe1 Na2.88 O8 P2,1
O4 Sm1 V1,0
Li2 N1 O9 P3 V1,1
C2 Na2 O4,0
Fe0.12246 O1 Zn0.81954,1
Ca0.8 Gd0.9 Nb1 O7 Sn1 Sr0.2,1
Hf1 S5 Y2,0
Ca0.4 F0.175 La0.6 Mn1 O2.775,1
C3 Al1 V4,0
C4 H16 I1 N8 Rb1 S4,0
H10 Cl1 Cu6 I1 O13,0
C0.8 B14 Y0.6,1
Al10.461 Mg0.538 Mn0.702 O17,1
B1 Fe1 O4 Pb1,0
Co0.86 Mn1.14 Zr1,1
Cu0.1 La0.926 Mn0.9 O2.98,1
Ga1 Mn1 O5.5 Sr2,1
Ba0.667 Ir1 O3 Sr0.333,1
Ir3 Nd2 Sb4,0
Gd1.04 Ge1.56,1
Ba58 F180 Ga22 O1,1
Cu2 Ho1 O4,0
B2 Fe3 U1,0
H2 B5 Ca2 Cl1 O10,0
Ba1 Br1 F5 Sn2,0
In4 Pt1 Sr1,0
C0.98 W1,1
Ba2 Ca0.67 Fe0.165 Nb1.165 O5.83,1
Cd1 Ho2 Se4,1
Ir1 Nb3,1
Co0.754 Ni0.792 O4 Si1 Zn0.454,1
Ge2 La2 O7,0
H2 B6 Cu3 O13,0
K2 O8 P2 Th1,0
Rb2 Sb4 Se8,0
Fe11 Mo1 N1 Y1,1
Ga0.9 Mn1.1,1
H1.872 La1.136 Li1 O2.128 Sr0.864,1
Hf2 Na4 O12 Si3,0
H4 Ca1 Ga1,0
As0.16 Mo1 O6 Sb1.84,1
C18 In2 Mn4 O18,0
La0.7 Mn1 Nd0.05 O3 Sr0.25,1
Mn1 O28 Si12 Y2,0
F13.76 Sm1.333 Th2.667,1
Co2 O4 V1,1
Ho1 Ni5 Si3,0
K2 Mo1 O1 S3,0
C6 H16 Na3 O12.5,0
Co0.32 La1 Mn0.68 O3,1
Be1 Rh1,0
F2 I2 O5 Sr1,0
Al1 Ca1 O6 Sc1 Si1,1
N4 Th3,0
Dy5 Sn3,0
Co1 K6 S4,0
Ir3 Tb5,0
Ba2 Co0.03 Cu2.97 O6.94 Y1,1
Cu4 Hg12 I14 Sb8,1
Cr34.14 O23.28 Si23.54 Ti88.32,1
H40 B20 Cu4 K2.4 O56 Rb1.6,1
P12 Ru4 Th1,0
La2 O2 Sb1,1
Al1 Ni3,1
Cu0.23 Ga1.63 Y1,1
Ca9.6 Li0.6 O28 P7 Y0.4,1
Al1.75 Ga0.25 Gd1,1
Al6 Au2.91 Si1.09 Yb1,1
F1 K1 O2 S1,1
Fe0.34 Mg1.14 Ni0.52 O4 Si1,1
Al1 Mn1 Zr1,1
H11 Al2 O13 P3,0
Ca0.07 O1.93 Zr0.93,1
Co1.87 In4 Tm3,1
Bi2.84 O13.93 Sb2.93 Zn2.22,1
Al1.44 Cs2 Mn1.71 O12 P2.85,1
Ba2 Co1 O6 Te1,1
Er36 Pt99.39 Si32,1
Ge10 Ho5 Ir4,0
Co0.86 Si1.14 Ti1,1
Au1 Rb2 S4 Sb1,0
Al2.06 Ce2 Fe14.94,1
B2 Hf2 Ir5.18 Mn0.82,1
O9 P3 Pb1 Rb1,0
P1 Ta2.2 Ti0.8,1
Ge1 I6 Li2 O18,1
Fe1 Li1 Rb1 Se2,1
C3 Er2 Fe17,0
Ba0.44 Cr0.56 La0.56 O3 Ti0.44,1
Mn0.17 S2 Ta1,1
Ga6.5 Pr2 Pt1.5,1
Ni1 Sn1 Th0.4 U0.6,1
Ca1 Nb2 O8 Th1,1
Ga0.82 Mn0.08 Nb3.1,1
Dy0.5 Fe3 Th0.5,1
H36 B12 Mg1 O12,0
Ag0.83 Ge0.17,1
Bi1 Cr1 O6 Te1,1
Bi1 Ni1 Zr1,0
Ir7 Sc4 Si6,0
P1 S6 Ta1,0
Ba0.1 La0.6 Mn1 O3 Sr0.3,1
Al4 Ce1,0
Ce1 Tl1 Zn1,0
Ba1 O16 Ti8,1
Li6 O6 Te1,0
Fe0.5 Nd1 O6 Sb1.5,1
C12 Co4 O12 Sb4,0
Au4.8 Eu1 Ga2.2,1
Re0.9 Si0.1,1
Bi0.93 Cu1 O1 Pb0.07 Te1,1
Ag6.48 Ga2.52,1
C14 H24 Co1 N8 Rb1,0
Ga1 Ge5 La3 O16,0
Gd1 In1 Pt1,0
Bi0.95 Eu0.05 Fe1 O3,1
H0.37 Eu1 F1.63,1
Co1 Cs2 O12 Si5,0
Ir1 Si3 Tb1,0
Cr2 S3,1
Nd4 O22 Si4 V4.53 Zn0.47,1
Li1 Mn1.55 Ni0.45 O4,1
K1 Nb1 O9 W2,1
Co1 In3 Lu8,0
Cs6 Mg6 O54 P18,0
Fe1 N0.0324,1
Cr1 La0.9 O3 Sr0.1,1
La1 Mo0.1 Ni0.9 O3,1
Ga1 Ni2 Ti1,0
F5 O1 Rb1 Ti1 Zn1,1
La2 Pb1 Te4,1
K3 O12 S3 Yb1,0
Pr5 Si3,0
Cr0.6 Fe0.4 Nd1 O3,1
F1.3 Li1 O3.6 P0.9 V1,1
Lu1 O4 P1,0
Cl1 Cu6 In1 O8,0
Co1 Mn1 O6 Yb2,1
H3 Dy1 O3,0
Cu2 Ge1 S4 Sr1,0
Ba0.52 Nb2 O6 Sr0.48,1
Cl5 O1 S8 Sb1,0
Br5 K2 N1 O1 Ru1,0
Ca0.5 O3 Pb0.5 Zr1,1
Cl1 Fe1 Li1 Mo1 O4,0
In5 La4 S13,0
B4 Er1 Ru4,0
Rb3 S4 Sb1,0
Bi1 Na1 Se2,1
Fe2.02 Mn0.98 O4,1
B4 Bi0.037 Fe3 Ho0.963 O12,1
Bi2 Br9 Rb3,0
Co0.5 Mn0.5 Si1,1
Fe1 Ge1 Sc1,0
Fe0.5 La0.3 Nd0.2 O3 Sr0.5 Ti0.5,1
Li0.891 O32 Tm5.109 W8,1
Al0.327 Ca0.836 Fe0.257 Mg0.721 Mn0.002 Na0.047 O6 Si1.745 Ti0.065,1
Ce0.8 Cu2.41 Nd2.08 O10 Ru0.59 Sr1.12,1
Cu10 Ga7 U2,1
Al2 Ce1 Pt3,1
In3 Y5,0
C5 Cl1 O5 Tc1,0
Cd0.1 Ga0.6 Te1,1
S0.963 Ta6 Te3.037,1
Cu11 Dy2 Ga13,1
Ge3 Ho5,0
H18 Cl4 K1 N6 O8 Os1,1
I5 In3 Sn1,0
F1 K2 Nb5 O14 Sr1,1
B2 Mg0.94,1
Ba8 Ni3.7 Si41.4,1
B1 Li1 O3 Pb0.138 Sr0.862,1
Co2.6 Ni0.4 V1,1
Ge0.1 Ta1.08 V1.82,1
Bi18.71 Cr0.27 O43.22 P6,1
C0.47 N0.46 Nb0.5 Zr0.5,1
Ba5.5 O60 Ta21.8,1
Cm1 Se2,0
Ge2 Pr3 Ru2,0
In20 Ni9 Tm10,0
Al1.8 Cr0.2 Fe1 O4,1
As2 Cu1 Tb1 Zn1,1
Cu1 Na3 Se4 Sn1,0
H1 Al1.08 Ca0.7 Ce0.78 Fe0.14 Mn2.3 O13 Si3,1
Co1.6 Cr1.1 O4 Sb0.3,1
C3 Ni21.325 Tm2.675,1
C2 Hf1 N4,0
Ag0.2 Ga0.2 S1 Zn0.6,1
Ge0.8 Sb0.133 Se0.067 Te0.933,1
Er10 In20 Ni9,0
Co4 Gd2 P3,0
Al1 Co1 U1,1
H10 Cs4 O32 V10,0
O192 Si96,0
Bi0.95 Fe1 Nd0.05 O3,1
Fe3 Si5 Yb2,0
Co0.8 Fe1.2 La2 O6,1
Mo0.8 Re1.2,1
K0.33 O5 V2,1
Am0.5 O2 Pa0.5,1
H6 B1 Li1 O11 P2 Zn1,0
As1 Cr0.3 Mn0.7,1
Bi5.55 K1.5 Sb2.964 Se13,1
Co0.5 Cr0.5 Fe1.5 Mg0.5 O4,1
Al1 F6 Li1 Na2,0
B1 Dy1.86 Fe14 Zr0.14,1
Al1.2 Eu1 N5.8 O1.2 Si2.8 Tm1,1
Ca3 Ge4 Ir4,0
Ce0.14 Cu1 Nd1.758 O3.88,1
Ba1.59 Ca0.9 Cu2 Hg0.69 O7 Sr0.51 V0.31,1
Fe1 Li0.5 O4 V1.5,1
Cl1 F6 N2 Nb1 S1 Se2,0
B14 Ba7 F5 Mg2 Na1 O28,1
Ge4 Nb3 Tb2,0
Al26 Au7 Eu3 V1,1
Ca2 In1 O6 Sb1,1
U0.99 Zr2.01,1
B2 Fe1 Rh5 Sc2,0
Ce3 Ru1 Sn6,0
Ba1.95 Cu3 La0.05 O7 Y1,1
Ni1 O4.16 Pr1.9,1
Au1 Eu1 In4,0
K2 O3 Pb2,0
Bi0.6 Mn4 Nd1.4 O10,1
H6 Ba8 Fe12 Na2.22 O30,1
Mn0.39 Nb1.11 Pb1 S3.5,1
H3 La1 O12 S3,1
Sb2 Sn1 Te4,1
Cd1 Sb1,0
C3 H1 V4,1
Cr1.2 Mn0.8 Tm1,1
As2 Ca1 Co2,0
Al4.5 B0.6 O9.4 Si0.9,1
Cu1 La1 O1 Se1,0
Pd1 Zn2,1
C7 H23 B11 Br6 Cl6 N2 O1,0
B2 Ru2 Sm1,0
H6 O9 Rb1 S1 V1,0
F6 Ge1 K2,0
C2 H7 N3 O3,0
Gd4.3 N0.8 O11.25 Si3,1
O3.948 Sr1 U1,1
H3.12 La2.949 Li2.82 O12 Ta0.992 Zr1.008,1
Co7 Mo6,0
H4 Fe3.56 O9 Si1.44,1
Mn1 S3.8 Yb2,1
Ga3 Nd1,0
H1 Al3 Ca1.5 O13 Si3 Sr0.5,1
Fe0.4 O4 Ti0.64 Zn1.8 Zr0.16,1
C4 Cl19 Gd10 Rb2,0
Ba7 Cl4 Co1 O21 V6,0
C0.25 Rh0.5 W0.5,1
B4 Rh3.4 Ru0.6 Y1,1
Al4 Ca3 Co1 O10,1
H1 Al9 Fe2 O24 Si4,0
Ni4 O8 Sr1,0
H8 Fe1 O8 S1,0
Lu1 Zn2,0
Ba2 Cu3 O6.89 Y1,1
H2 B3 O7.5 Pb2,0
Ba2 Ca1.93 Cu3 O8.78 Tl1.07,1
Ba1 O11 Ta2 V2,0
Bi0.9 O4.5 Pr2.1,1
Fe15 Ge2 U2,0
C12 H36 Cl4 Ga2 N6 O2 P2,1
Os2 Pr1,0
Ba1 Li8 O28 P8 Pb3,0
H1 Al1.83 Ca1.3 Ce0.05 Fe0.45 La0.03 Mn1.13 Nd0.02 O13 Si3 Sr0.19,1
Bi2 Sb2 Te3,1
Au0.775 Cd0.175 In0.05,1
I1 P21 Rb4,0
Ba2 La4 O26 Si6 Y4,1
Er4 Ga1.355 Ge5.645,1
Ag1 Se2 Yb1,1
Fe1 Ga2 Zr6,0
Bi1.445 O6.889 Ru2 Sr0.507,1
Bi1 O7 Ru2 Y1,1
Co1.4 Mo1 Si0.6,1
Ni1 Ti0.5 Zn0.5,1
Ca18.65 Eu2.35 Ni2 Zn36,1
Ge4 Hf3.62 Ho1.38,1
C6 Cs2 Fe1 N6 Sr1,0
Fe0.001 Mg0.999 O1,1
Ga5 Rb1 S12 Zn4,1
Ni1 S2,0
Cr0.5 Li0.57 Mn1.5 O4,1
Fe1 Mn2 O12 P3 Sr1,0
K0.979 Li0.021 O3 Ta1,1
Mn1 Na1 O4 P1,1
K2 Mg1 O16 Sn7,1
Mg1 S7 Tm4,1
Br1 Li6 P1 S4.9 Se0.1,1
Hf1 P1 Ru1,0
Co0.5 Mn0.5 O4 Pr1 Sr1,1
H3 B3 Ca1 O7,0
C4 H6 Cu1 N8,0
Au1 Sn2,0
Ni1.33 Te2,1
Ba1.9 Ca0.41 Cu2 Gd1.69 O11 Ti2,1
C2 H9 N11 O8,0
Ho1 Ni4 P2,0
Cu1 Na5 O6 S1,1
Cu1 La1 O1 S1,0
Al1.95 Li1.63 Zn1.42,1
Dy0.85 Fe2 Tb0.15,1
Ca1 Cu3 Ga2 O12 Ru2,1
C32 H106 B60 Co3 O18,0
H2 F3 Mn0.97 Mo1 Na1 O4,1
O2 Sm0.01 Zr0.99,1
In1 Ni2 U1,0
Co1.55 O4 Sn1 Zn0.45,1
Al1 Co1 Lu1,1
Mo3.546 O11 Re0.454,1
Mg1.7 Ni0.3 O4 Si1,1
Cu2 In1,0
S3 Ta1,0
F10 Gd3 Rb1,0
La0.102 Mo5 O8 Sr0.898,1
O0.666 Ti0.813,1
F5 K2 Nb1 O1,1
H12 Au2 Br2 N4,0
F15 Pr1 Zr3,1
C1 Co0.5 Nb2 S2,1
Li0.27 Mn0.73 Na0.8 O1.68,1
Cu0.3 Hg0.4 In0.3 Se1,1
Co3 La4 O10,0
Ca1.5 Cd0.5 O7 V2,1
Br5 U1,0
Fe0.9 Mn1.1 P0.5 Si0.5,1
F20 Sb4 Se2 Te2,0
La4 O10 Re2,0
N2 O2 S4,0
Gd2 In1 Ni1.78,1
Al0.83 Ga0.17 N1,1
Fe1 O6 Ta1 Zn2,1
Dy1.33 S4 Yb1.33,1
Ge4 Ho11 In6,0
Co0.8 Cr2 Cu0.2 Se4,1
Ba2 Ca5 Dy18 O36 Zr1,1
Cs4 Mo8 O52 P12,0
La1 Te1,1
Mo0.64 O4 Pb1 W0.36,1
Cu2 Fe1 S16 Sn4 Sr6,1
Cl1 Mo1 O5 P1 Rb1,0
Ce6 Ni2 Si3,1
Ca1.6 Mn1 O4 Sr0.4,1
O144 Si72,0
Eu3 Li7 Nb2 O12,0
Yb1,0
Ca0.15 Cl2 Sr0.85,1
H2 Cl5 Fe1 K2 O1,0
Ga1.4 Ni3.6 Pr1,1
Gd1 Ge2,0
Gd6 Zn23,0
Al7.23 Cu4.77 Yb1,1
Cr2.01 Te3,1
Eu1 Pb3,0
Cl11 Nb4 Rb1,0
Fe5.334 O24.003 Sr8.001 W2.667,1
Bi2 Ca3.05 La0.92 N0.95,1
Li0.24 Mn0.56 Na0.602 O1.923 Ti0.2,1
H1 F1 O1,0
H3 K0.4 Mg1 Na0.6,1
Co0.9 Li1.0007 Mn0.05 Ni0.05 O2,1
Ge1 Ni2 O4,0
N0.62 O0.38 W0.62,1
Co0.11 Cr0.01 Li1.25 Mn0.38 Ni0.26 O2,1
Al10 Mn37 O384 Si192,1
La2 Pb1 Se4,1
C6 Cu1 Fe1 Li2 N6,0
Cu6 Pu1,0
C3 La1 Y1,1
C0.23 Ba6 Br1.54 O12.69 Ru3,1
Br4 Mn1 Rb2,0
Al1 Ce1 Ru1,1
Mg3 O8 P2,0
Ba5 Cl6 O4 Si1,0
Cu0.1 Mn1 Sb1,1
C4 H16 Br6 N2 Sn1,0
C4 H12 Br2 Ga1 N1,0
Ca4 Ge3 Mg5 N10,1
Cl1 Fe1 O7 Te3,0
Na1 O6 Si2 Tb1,0
Mo1 O8 W1 Zr1,1
C4 H4 B1 K1 N8 O4,0
Al1 Os1 U1,1
Fe1.02 Mn0.98 P0.5 Si0.5,1
Cu1.33 Lu0.89 S2,1
Cl3 K1 Mg1,0
La2 O7 Ru1 Tb1,1
Na1 Ni1 O6 W1 Yb1,0
H24 Cl2 N8 Sr1,1
Al0.215 Ca0.941 Fe0.178 Mg0.727 Mn0.004 Na0.044 O6 Si1.818 Ti0.072,1
Ce1 Mn8 Ni4,0
Na2 Pt1 Se2,0
Lu1 N1,0
Li1 Sm1 Sn0.85,1
K0.5 Na0.5 Nb1 O3,1
Dy2 Ge4 Mn1 O12,1
Ba3 La1 O9 Ru2,0
Na6 O19 Si8,0
C2 H16 Ho1 N1 O12 S2,0
Ca1 Cu3 Mn3 O12 Ru1,1
Dy1 Er1 O3,1
Mg0.5 Ni1.5 O4 Si1,1
B10 Co29 Ho3 Si4,0
B10 Ni19 Tb3,0
Ga0.28 La2.94 Li6.44 O12 Zr2,1
Ba0.63 Bi0.43 Fe0.94 O2.7,1
Gd0.438 Ho0.01 O4 Pr0.002 Ta1 Y0.5 Yb0.05,1
Ir1.04 V0.96,1
Nb2 O6.271 Tl2,1
Ni1.167 O6 Sr3 Yb0.833,1
Al0.364 Cr1.552 Fe0.467 Mg0.597 Mn0.008 O4 Ti0.004 V0.004,1
Ba0.25 Cu2 La1.75 O5.96 Sr1,1
O7 Sc0.18 Ti2 Yb1.82,1
Ca0.3 O7 Ru2 Sr2.7,1
Ca0.6 Fe1.6 Na0.4 O4 Ti0.4,1
Ni1 Si3 Sm1,0
Gd4 O7 S3 Si2,0
Br1 Cs1,0
H8 I2 Mg1 O10,0
H8 Al8 Ca8 O32 Si4,1
Ir3 Si5 Y2,0
Fe1.2 Ni0.8 Zr1,1
B2 Eu2 O5,0
Al3 Si1 Tb6,0
Ba2 Gd2.9 Li2.86 Mo8 O32 Yb0.24,1
H2 Na2 O8 Si3,0
Ba4 Ca1 Fe3 O9.5,1
Ba0.02 Bi0.03 K0.46 Li0.03 Na0.46 Nb0.92 O3 Ti0.06 Zr0.02,1
Co1 F11 Na1 Zr2,0
H1 Dy1 O1,0
H0.89 Al1.01 Cl0.09 F1.02 Fe0.52 K0.79 Mg2.48 O10.89 Si2.99,1
F4 Ir1,0
Cu1 In1 S4 Zn2,1
Bi1.434 Ca0.565 O6.938 Ru2,1
As1 Cm1,0
Ba1 Co6.01 O19 Ti5.99,1
Co2 Mg3 Tb4,0
Ga16.18 Ge29.82 Sr8,1
C2 B2 Pr1,0
Nb3 Si2 V3,1
Ba0.84 Fe4 Sb12,1
B2 Fe1 Ir3.81 Ru1.19 Sc2,1
Fe1 Se5 Th2,0
Ag2 Ba1 Sn2,0
C4 Os1 Sc3,0
La1 Ni11.43 Si1.57,1
Cu2 La1.85 O6.48 Sr1.15,1
Ce0.2 La2 O7 Zr1.8,1
Cl1 Li4 N1,0
Bi0.227 Ce0.773 O1.886,1
F3 K2 O2 V1,0
O6 P4 S2,0
Li0.5 Ni0.25 O5 P1 Ti1,1
H3.5 Cl1 Cu0.25 N1,1
H4 Ga2 Ge1 Na2 O8,1
Ag2 Hg1.13 S4 Sn0.87,1
H4 Cl4 Cu1 K2 O2,0
Ca1 Fe0.07 Mg0.93 O4 Si1,1
Cu4 Ge4 U3,0
Ga17 Nd4 Ni2,1
S0.9 V1,1
Ba0.594 Ca0.18 Nb2 O6 Sr0.226,1
C2 H5 N1 O1,0
As0.56 Pd8 Sb2.44,1
Rb1 S2 Yb1,0
Mo1 O4 Pb0.3 Sr0.7,1
Bi0.08 Cs0.49 Na0.4 Nb0.16 O12 Sb0.96 Ta3.28,1
Er1 Rh4 Si1.713 Sn0.287,1
Ba3 O16 Se4 V2,0
Ce1 Si4 Th1,1
Ge2 Mn2 U1,0
Ga0.5 La0.7 O6 Pr0.3 Sb1.5,1
Bi4 Mn5 Pd2,1
Ir1 K1 O3,0
Mn1 O2.856 Y1,1
Cl14.214 Ni33.1 O90 Te31.988,1
Ba0.8 Nb5 O8,1
Sb1 V3,0
H16 Br6 Hg1 N4,0
Li1.333 Mn1.667 O4,1
Cm0.5 O2 Pa0.5,1
S8 Tl0.78 V6,1
F1 Lu1 O10 Rb2 Si4,0
Ag1 I3 Tl2,0
C1 Fe2.25 Mn0.75,1
Cu4.5 Ga6.5 Yb3,1
Nd1 Rh0.4 Sn2,1
Cr0.333 Li1.222 Mn0.445 O2,1
Li2 Mn2 O4,1
S1 Ti0.67,1
Au3 F8,0
La0.42 Li0.74 Nb2 O6,1
Ga1 Li0.246 Na0.754 O6 Si2,1
Co3 In2 S2,1
Ba2 Cr1 O6 Ta1,0
Ca0.4 O3 Sr0.6 Ti1,1
B5 Co1 O10 Y1,0
H13 N3 O8 Se2,1
C18 La11 Mn3,0
N0.81 V1,1
Cl1 In1,0
Li1 Mg2 Pb1,0
H15 Cl2 Co1 N6 O2,1
Ge1 Ir0.43 Rh0.57 U1,1
Fe0.911 O1,1
Ba1 O3 Sb0.5 Sm0.5,1
Ir1 Mg1 Nd2 O6,0
I1 Li6.1 P0.92 Se5 Sn0.08,1
Pb0.59 Se1 Sn0.41,1
C1 K1 N1 S1,0
Li7 Mn1 N4,0
Fe8 In16 Li0.7 S32,1
Ba1 F1 In1 O2,1
Pu0.75 Zr2.25,1
C1 Co1 Fe12 Nd2 V1,1
H3 Ga2 O9 P3,0
Ag2 O11 Ta4,0
B4 La2 Rh5,0
Cs2 O2 Zn1,0
Mo2 O14 P2 Te1 Tl2,0
C1 H4 Cu2 O5,0
Li8 P4 Si1,1
Na1.333 Nd10.664 Se15.996,1
Ba1 P2 Zn2,0
Na0.2 O2.87 Si1 Sr0.8,1
Ba3 Co2 O9 Te1,1
I2 O6 Zn1,0
Al0.4 Co0.6 Ni3,1
Ag0.25 Cd0.5 In0.25 Te1,1
As2 Cu3.9 Na1,1
Ag2 Fe1 S8 Sn3,1
Fe1.45 Sb0.5 Sn0.5,1
B6 Os1 Pu2,0
Ca0.5 Co1 La1.5 Mn1 O6,1
Co3 Ho14 In3,1
C8 H27 As7 N3 Rb1,0
Na2 Pt4 Se6,0
Co0.47 Er1 Ge2,1
Fe0.9 Mn0.23 Nb0.66 O8 Sn0.4 Ta1.49 Ti0.32,1
Ru1.88 Y2.79,1
H6 Nd1 O15 Re3,0
Ca2.45 La2.55 S12 Sn3,1
